"YPD1"	"YPD2"	"YPD3"	"YPD4"	"YPD5"	"YPD6"	"RAPA1"	"RAPA2"	"RAPA3"	"RAPA4"	"RAPA5"	"RAPA6"
"YHR040W"	14	6	5	15	9	4	0	0	1	2	0	4
"YHR041C"	28	37	12	26	28	21	28	35	15	25	21	25
"YHR042W"	57	45	12	53	54	38	54	66	39	72	62	59
"YHR043C"	22	22	8	26	24	17	46	50	29	45	49	40
"YHR044C"	1	2	0	2	3	4	6	7	2	4	5	5
"YHR045W"	6	2	2	5	7	9	10	12	3	9	9	6
"YHR046C"	8	4	3	7	3	3	1	1	2	2	1	4
"YHR047C"	37	29	16	36	38	28	40	40	19	41	43	33
"YHR048W"	0	1	0	0	0	2	1	1	0	1	2	0
"YHR049W"	56	69	19	86	56	54	27	31	26	35	38	21
"YHR049C.A"	0	0	0	0	0	0	0	1	0	0	0	0
"YHR050W"	9	11	2	9	12	11	20	25	12	13	15	9
"YHR050W.A"	0	0	0	1	0	0	2	2	0	0	0	1
"YHR051W"	84	82	31	91	88	76	215	279	130	203	251	173
"YHR052W"	51	61	16	44	49	42	0	4	0	1	3	1
"RUF5.1"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR052W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR053C"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR054C"	0	0	0	0	0	0	0	0	0	0	0	0
"RUF5.2"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR054W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR055C"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR056C"	1	0	0	0	0	0	0	1	0	1	0	0
"YHR056W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR057C"	31	47	7	47	32	24	67	71	26	54	68	56
"YHR058C"	4	5	1	3	5	3	6	6	2	2	4	4
"YHR059W"	14	12	7	17	8	13	15	16	7	8	11	8
"YHR060W"	5	7	3	3	10	2	4	8	3	4	9	7
"YHR061C"	0	3	0	0	3	1	1	1	0	2	1	0
"YHR062C"	18	11	13	11	21	17	1	3	0	2	3	3
"YHR063C"	21	27	9	28	22	20	42	43	24	35	37	22
"YHR063W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR064C"	166	186	72	196	172	130	66	101	37	61	83	63
"YHR065C"	44	39	14	24	46	24	4	2	0	0	2	3
"YHR066W"	24	35	13	25	29	28	1	1	0	0	0	0
"YHR067W"	0	1	0	2	2	0	6	6	2	5	3	2
"YHR068W"	153	138	58	139	112	80	64	66	34	68	61	58
"YHR069C"	34	33	10	27	28	26	2	7	2	4	3	3
"YHR069C.A"	0	0	0	0	0	1	2	1	0	1	0	1
"YHR070W"	31	36	13	31	34	19	383	492	237	389	412	354
"YHR070C.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR071W"	8	9	1	9	10	8	69	59	38	57	97	53
"YHR071C.A"	0	2	0	0	0	0	3	5	0	3	3	3
"YHR072W"	15	14	13	20	18	12	23	19	9	27	19	14
"YHR072W.A"	223	253	89	268	259	197	59	77	35	55	63	42
"YHR073W"	6	1	1	4	6	1	9	21	2	8	6	10
"YHR073W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR073C.B"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR074W"	22	25	4	28	29	17	52	60	25	55	55	37
"YHR075C"	6	3	0	8	2	2	13	16	9	18	20	14
"YHR076W"	16	8	3	9	8	6	24	27	15	17	26	19
"YHR077C"	11	9	3	15	8	7	10	8	5	7	8	5
"YHR078W"	14	12	2	10	6	11	25	21	5	13	17	13
"YHR079C"	3	0	1	1	3	0	2	5	5	1	4	3
"YHR079C.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR080C"	3	5	1	3	3	5	12	10	8	8	13	12
"YHR081W"	17	21	5	14	18	12	3	1	5	4	1	2
"YHR082C"	5	6	2	5	2	1	7	14	3	10	11	8
"YHR083W"	39	35	14	33	49	31	32	37	28	43	51	36
"YHR084W"	1	3	0	3	3	4	0	3	2	0	4	3
"YHR085W"	6	10	3	8	15	5	0	1	0	0	0	0
"YHR086W"	2	3	0	0	2	3	13	5	6	14	9	2
"YHR086W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR087W"	2	4	1	1	1	0	50	76	28	66	48	50
"YHR088W"	37	38	12	41	34	15	2	2	3	1	3	0
"YHR089C"	171	161	56	168	185	127	3	3	5	5	5	3
"YHR090C"	3	10	5	8	6	6	6	9	0	6	8	5
"YHR091C"	5	5	0	3	3	3	9	7	4	8	8	5
"YHR092C"	0	5	2	7	0	2	3	5	3	7	4	3
"YHR093W"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR094C"	27	36	9	29	43	20	9	15	3	11	10	8
"YHR095W"	0	0	0	0	0	0	0	0	0	0	1	1
"YHR096C"	0	2	0	1	0	0	2	3	2	6	5	1
"YHR097C"	1	3	2	2	1	0	14	13	10	17	15	3
"YHR098C"	24	20	9	27	18	17	21	17	12	21	23	21
"YHR099W"	9	9	6	10	8	11	14	14	10	11	19	11
"YHR100C"	25	16	11	24	23	19	10	24	10	10	13	9
"YHR101C"	1	2	0	1	0	0	4	4	1	3	5	0
"YHR102W"	5	7	2	9	7	0	13	10	8	16	14	18
"YHR103W"	12	4	2	7	9	5	12	10	4	13	13	11
"YHR104W"	18	23	11	18	23	18	62	81	26	60	78	56
"YHR105W"	0	0	0	0	0	0	0	0	0	0	1	0
"YHR106W"	4	3	5	4	6	6	19	16	14	17	21	18
"YHR107C"	29	33	9	28	34	24	19	18	12	17	16	27
"YHR108W"	36	49	15	57	30	39	61	54	26	63	55	48
"YHR109W"	1	2	0	3	3	3	7	5	2	2	7	6
"YHR110W"	43	64	12	45	48	33	112	173	66	100	117	118
"YHR111W"	16	8	1	9	9	7	15	13	4	8	14	14
"YHR112C"	10	6	2	8	5	2	27	52	24	36	31	21
"YHR113W"	26	19	8	28	15	14	90	101	51	95	103	85
"YHR114W"	1	3	0	2	1	0	3	3	3	1	2	2
"YHR115C"	0	1	1	1	2	1	2	2	3	1	2	3
"YHR116W"	9	13	2	5	16	1	20	27	10	24	22	18
"YHR117W"	13	14	3	15	16	9	18	25	11	16	21	20
"YHR118C"	8	17	3	7	7	6	4	4	2	5	7	4
"YHR119W"	9	4	1	5	6	7	2	3	4	7	7	6
"YHR120W"	3	4	3	2	7	3	8	4	2	5	2	5
"YHR121W"	49	57	14	61	51	41	43	47	27	47	40	36
"YHR122W"	14	23	5	20	14	15	21	36	15	28	28	28
"YHR123W"	17	16	7	22	22	11	28	54	17	37	34	38
"YHR124W"	1	2	0	1	1	0	3	6	0	2	3	5
"YHR125W"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR126C"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR127W"	18	17	9	19	12	5	14	25	7	22	16	16
"YHR128W"	135	175	46	162	187	119	82	112	46	101	90	80
"YHR129C"	9	11	1	6	11	4	5	6	8	6	11	6
"YHR130C"	1	2	1	0	0	2	3	4	0	3	2	2
"YHR131C"	0	2	0	0	0	0	6	4	0	0	4	1
"YHR131W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR132C"	42	37	16	34	34	26	56	82	33	48	60	41
"YHR132W.A"	2	4	4	4	3	3	3	6	1	7	9	6
"YHR133C"	3	3	2	5	5	2	11	17	9	17	9	16
"YHR134W"	9	10	7	6	5	3	9	16	5	10	16	12
"YHR135C"	27	33	11	28	35	19	39	52	24	36	48	47
"YHR136C"	246	281	79	264	281	180	90	94	43	76	84	59
"YHR137W"	18	30	12	17	16	14	185	237	115	211	221	170
"YHR137C.A"	0	0	0	0	0	0	0	0	0	0	0	2
"YHR138C"	14	19	9	13	26	14	52	76	37	76	75	73
"YHR139C"	2	0	0	0	0	1	2	2	0	1	5	0
"YHR139C.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR140W"	2	4	0	2	1	1	3	7	6	5	7	2
"snR32"	0	3	0	1	0	1	2	5	2	1	1	0
"YHR141C"	2303	2566	819	2449	2393	1753	540	687	277	509	576	442
"YHR142W"	17	27	4	28	18	14	25	34	12	22	29	24
"YHR143W"	107	110	36	83	109	89	263	312	161	298	285	274
"YHR143W.A"	194	232	67	241	242	151	82	83	42	77	84	66
"YHR144C"	19	20	5	19	23	10	7	7	8	6	7	6
"YHR145C"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR146W"	13	13	7	22	12	11	19	32	14	26	18	20
"YHR147C"	36	50	15	35	34	31	33	52	25	29	44	31
"YHR148W"	29	30	10	30	29	13	0	0	0	0	0	1
"YHR149C"	3	8	0	8	4	2	2	2	1	4	3	4
"YHR150W"	6	5	0	7	3	4	8	11	5	1	6	5
"YHR151C"	11	9	5	7	4	12	12	13	6	10	9	9
"YHR152W"	12	9	5	12	15	11	3	13	3	8	6	6
"YHR153C"	0	1	2	1	0	0	6	5	1	1	4	1
"YHR154W"	2	1	1	2	3	1	2	3	2	4	3	6
"YHR155W"	4	1	2	3	4	5	4	4	3	7	6	6
"snR71"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR156C"	4	3	1	7	5	5	4	3	4	3	6	4
"YHR157W"	0	0	1	1	1	0	0	2	0	0	1	0
"YHR158C"	1	0	0	0	1	0	2	6	1	0	1	0
"YHR159W"	1	1	0	0	0	1	6	5	3	2	5	4
"YHR160C"	0	0	1	0	0	0	0	2	2	4	2	2
"YHR161C"	5	2	2	6	5	5	29	21	8	26	20	18
"YHR162W"	212	245	95	251	234	146	548	600	254	466	555	443
"YHR163W"	85	103	52	94	92	60	111	141	64	101	120	83
"YHR164C"	3	8	0	4	2	3	8	8	3	7	4	7
"YHR165C"	21	10	5	10	11	9	9	10	9	15	11	11
"YHR165W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR166C"	6	9	6	6	6	3	8	13	7	4	8	7
"YHR167W"	8	5	0	9	13	2	7	3	1	3	2	4
"YHR168W"	3	2	1	4	3	2	7	2	5	4	7	5
"YHR169W"	20	27	1	33	18	20	1	1	1	0	0	1
"YHR170W"	62	71	27	76	57	36	2	1	1	2	0	2
"YHR171W"	2	3	0	0	1	1	7	18	10	19	11	14
"YHR172W"	1	0	0	0	0	0	1	0	0	1	2	1
"YHR173C"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR174W"	7453	7874	2751	7877	7657	5477	5095	5964	3025	5166	5676	4422
"YHR175W"	6	9	4	3	5	1	19	25	13	11	28	19
"YHR175W.A"	2	1	0	1	1	3	5	6	4	4	5	4
"YHR176W"	4	1	1	3	2	2	7	12	3	11	8	9
"YHR177W"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR178W"	0	0	0	1	1	2	6	3	2	7	6	3
"YHR179W"	155	167	35	125	132	84	92	113	51	104	110	89
"YHR180W"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR180W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR180C.B"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR181W"	40	36	16	43	34	27	41	66	31	61	72	54
"YHR182W"	3	2	2	0	5	3	2	2	5	2	5	0
"YHR182C.A"	0	0	0	1	0	0	0	0	0	0	1	0
"YHR183W"	113	102	40	78	102	76	147	169	73	144	131	130
"YHR184W"	1	1	0	3	2	2	1	0	1	1	0	0
"YHR185C"	0	0	0	0	2	0	1	0	0	0	1	0
"YHR186C"	1	0	0	2	3	1	6	5	1	5	6	2
"YHR187W"	20	21	11	17	31	13	7	8	2	7	6	5
"YHR188C"	9	26	6	14	16	6	21	29	15	35	24	18
"YHR189W"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR190W"	63	70	25	69	56	55	131	166	63	107	142	115
"YHR191C"	12	5	5	17	8	15	10	12	9	8	10	8
"YHR192W"	11	17	3	20	9	5	22	18	16	20	19	12
"YHR193C"	842	968	322	944	931	639	422	532	249	372	433	371
"YHR193C.A"	0	1	0	0	0	0	0	0	0	0	1	1
"YHR194W"	1	6	2	7	4	2	12	12	6	11	10	10
"YHR195W"	10	7	3	7	10	3	20	27	10	24	22	12
"YHR196W"	52	45	13	53	64	28	0	2	0	1	1	0
"YHR197W"	18	18	5	8	11	14	0	0	0	1	0	0
"YHR198C"	9	14	7	15	9	4	22	27	15	20	32	18
"YHR199C"	19	19	7	17	29	16	48	61	33	64	67	48
"YHR199C.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR200W"	68	57	31	65	79	49	88	108	54	104	80	104
"YHR201C"	26	35	7	33	25	21	17	31	14	21	27	22
"YHR202W"	1	4	1	0	0	2	12	14	8	14	11	8
"YHR203C"	1156	1205	422	1153	1202	838	303	333	141	275	290	261
"YHR204W"	18	10	1	11	14	11	11	11	6	8	15	11
"YHR205W"	24	27	11	29	21	18	31	30	19	23	31	15
"YHR206W"	0	0	0	0	0	4	1	2	0	3	0	0
"YHR207C"	0	0	0	0	0	1	0	0	0	0	0	1
"YHR208W"	49	52	14	42	42	26	26	29	21	17	26	19
"YHR209W"	2	11	1	1	6	4	40	68	20	56	44	42
"YHR210C"	1	0	0	1	2	0	4	5	1	4	5	4
"YHR211W"	1	0	0	1	2	0	1	2	0	1	3	2
"YHR212C"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR212W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR213W"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR213W.A"	0	0	0	0	0	0	0	0	0	0	0	1
"YHR213W.B"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR214W"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR214W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR214C.B"	0	0	0	0	0	0	1	0	1	0	0	0
"YHR214C.C"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR214C.D"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR214C.E"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR215W"	88	110	24	98	114	61	18	17	12	34	21	14
"YHR216W"	11	22	4	18	19	19	28	47	15	23	40	20
"YHR217C"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR218W"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR218W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR219W"	0	0	0	0	0	0	0	0	0	0	0	0
"YHR219C.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YIL177C"	0	0	0	0	0	0	0	0	0	0	0	0
"YIL177W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YIL176C"	0	0	0	0	0	0	0	0	0	0	0	0
"YIL175W"	0	0	0	0	0	0	0	0	0	0	0	0
"YIL174W"	0	0	0	0	0	0	0	0	0	0	0	0
"YIL173W"	1	0	0	0	0	0	1	5	1	2	0	2
"YIL172C"	0	0	0	0	0	0	0	0	0	0	0	0
"YIL171W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YIL171W"	0	0	0	0	0	0	0	0	0	0	0	0
"YIL170W"	0	0	0	0	1	0	2	0	1	0	0	0
"YIL169C"	0	0	0	1	1	0	0	1	0	1	2	1
"YIL168W"	0	0	0	0	0	0	1	1	0	0	0	0
"YIL167W"	0	0	1	0	2	0	12	17	8	11	18	15
"YIL166C"	0	0	0	0	1	0	2	2	2	1	4	3
"YIL165C"	0	1	0	3	3	2	22	19	8	14	18	15
"YIL164C"	0	0	0	0	0	0	0	1	0	0	0	0
"YIL163C"	0	0	0	0	0	0	0	0	0	0	0	0
"YIL162W"	15	18	5	15	14	10	20	21	12	17	21	14
"YIL161W"	0	3	0	1	1	2	0	8	1	6	4	3
"YIL160C"	0	0	0	0	0	0	1	0	1	0	0	1
"YIL159W"	1	4	2	1	4	3	2	0	1	0	2	0
"YIL158W"	45	58	17	53	35	40	19	16	12	35	26	8
"YIL157C"	19	25	8	26	24	18	64	80	43	49	86	65
"YIL156W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YIL156W.B"	9	13	5	11	9	10	34	44	20	38	42	40
"YIL156W"	0	4	0	3	2	1	8	11	4	3	5	7
"YIL155C"	7	1	0	5	2	6	11	14	12	22	23	15
"YIL154C"	9	15	6	15	13	11	68	65	34	50	49	55
"YIL153W"	12	20	3	20	8	7	21	26	16	24	25	21
"YIL152W"	7	0	3	5	1	4	19	19	3	15	21	22
"YIL151C"	4	4	1	9	4	4	7	8	1	11	9	8
"YIL150C"	1	4	1	2	1	5	2	1	1	0	3	0
"YIL149C"	12	12	6	13	7	6	8	9	6	10	9	6
"YIL148W"	3405	3677	1333	3810	3647	2682	1159	1411	658	1119	1215	998
"YIL147C"	2	2	0	1	5	2	7	7	4	7	5	4
"YIL146C"	5	4	4	7	9	3	16	27	5	21	18	22
"YIL145C"	27	36	11	26	44	22	46	59	28	34	66	36
"YIL144W"	2	3	1	4	4	3	5	8	5	4	5	8
"YIL143C"	9	7	1	6	5	2	8	16	9	9	18	7
"YIL142C.A"	0	0	0	0	0	0	0	0	1	0	0	2
"YIL142W"	51	51	14	55	60	43	27	44	29	48	31	25
"YIL141W"	0	0	0	0	0	1	0	0	0	0	0	0
"YIL140W"	1	3	1	2	1	4	7	8	3	3	5	3
"YIL139C"	10	7	7	14	18	10	11	13	4	16	11	8
"YIL138C"	56	77	31	58	49	55	89	110	57	82	114	89
"YIL137C"	8	9	4	12	15	6	11	26	6	10	16	21
"YIL136W"	2	3	2	5	4	2	24	32	21	34	28	15
"YIL135C"	6	6	1	7	8	3	8	16	8	9	10	9
"YIL134C.A"	0	0	0	0	0	0	0	0	0	0	0	0
"snR68"	0	4	1	1	0	0	1	4	0	1	2	1
"YIL134W"	6	6	1	8	8	6	8	12	8	8	11	10
"YIL133C"	1208	1414	485	1431	1326	966	143	172	101	158	168	116
"YIL132C"	0	1	0	0	0	0	3	2	1	1	0	1
"YIL131C"	8	11	1	12	11	6	6	11	3	5	8	4
"YIL130W"	1	0	0	1	0	0	1	1	2	3	2	0
"YIL129C"	10	5	2	11	3	9	17	26	10	15	28	10
"YIL128W"	7	3	3	6	9	3	6	6	2	11	6	4
"YIL127C"	18	12	7	16	13	10	1	0	0	1	0	3
"YIL126W"	16	28	3	26	25	26	28	32	20	26	32	29
"YIL125W"	13	15	3	17	6	9	28	56	13	39	36	37
"YIL124W"	51	59	22	58	42	31	152	196	79	135	164	123
"YIL123W"	71	69	31	72	56	58	95	138	57	108	118	86
"YIL122W"	3	6	0	2	2	4	2	1	2	3	3	0
"YIL121W"	22	18	10	20	18	17	60	59	43	44	59	50
"YIL120W"	8	3	2	5	4	4	10	11	9	13	21	13
"YIL119C"	6	4	2	9	5	4	6	13	8	8	10	8
"YIL118W"	32	35	21	47	36	28	34	42	16	37	38	32
"YIL117C"	2	6	3	4	7	5	29	46	11	26	27	27
"YIL116W"	2	1	1	2	0	1	9	14	9	14	11	12
"YIL115W.A"	0	0	0	0	1	0	0	0	0	0	0	0
"YIL115C"	13	17	8	22	20	12	15	21	9	14	23	14
"YIL114C"	11	18	7	24	16	14	15	22	13	15	19	14
"YIL113W"	3	0	1	1	4	1	15	15	11	11	18	12
"YIL112W"	7	12	6	9	6	4	15	23	7	13	18	19
"YIL111W"	8	9	1	8	11	7	134	131	69	106	137	103
"YIL110W"	17	19	7	16	22	12	2	11	1	3	7	7
"YIL109C"	49	48	15	39	39	26	50	59	25	45	50	49
"YIL108W"	4	3	6	7	4	7	23	19	11	16	18	21
"YIL107C"	3	5	0	2	0	3	18	12	7	19	15	12
"YIL106W"	12	19	3	20	14	18	20	29	22	26	23	18
"YIL105C"	6	3	0	3	4	4	13	10	3	11	4	5
"YIL105W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YIL104C"	11	17	7	8	11	7	1	1	1	3	1	0
"YIL103W"	40	25	9	32	26	26	1	0	0	3	5	0
"YIL102C.A"	7	10	7	10	8	8	40	40	16	23	33	35
"YIL102C"	0	0	0	0	0	0	0	0	0	0	0	0
"YIL101C"	0	0	0	0	0	0	8	6	2	5	8	8
"YIL100C.A"	0	1	0	0	0	0	0	3	0	5	0	0
"YIL100W"	0	0	0	1	1	0	0	0	0	0	1	0
"YIL099W"	0	0	0	0	0	0	1	3	0	1	3	1
"YIL098C"	12	7	5	4	5	2	8	12	7	13	10	12
"YIL097W"	3	2	0	3	3	4	5	6	3	6	7	10
"YIL096C"	7	8	4	3	11	9	0	0	0	0	0	0
"YIL095W"	5	5	0	2	3	0	1	4	1	9	3	3
"YIL094C"	111	121	41	117	96	69	88	106	45	83	109	77
"YIL093C"	7	4	2	6	8	10	9	13	8	17	9	10
"YIL092W"	5	3	0	5	3	2	3	3	2	3	4	2
"YIL091C"	13	16	6	26	23	12	0	0	2	1	0	0
"YIL090W"	23	22	11	17	18	15	16	15	4	12	16	10
"YIL089W"	0	0	0	0	0	0	5	0	0	0	2	2
"YIL088C"	15	27	9	18	21	16	95	119	53	110	102	79
"YIL087C"	11	23	12	17	11	9	69	99	46	72	92	65
"YIL086C"	0	1	0	0	0	0	0	0	0	0	0	0
"YIL085C"	14	18	2	23	20	12	8	19	9	7	15	14
"YIL084C"	3	2	0	5	8	3	10	4	1	10	6	5
"YIL083C"	16	24	9	22	19	19	22	28	6	16	16	20
"YIL082W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YIL082W"	0	0	0	0	0	0	0	0	0	0	0	0
"YIL080W"	0	1	0	0	0	0	0	0	0	0	0	0
"YIL079C"	27	21	6	21	28	27	0	1	0	2	2	0
"YIL078W"	122	152	54	149	152	121	45	69	28	50	51	53
"YIL077C"	6	16	2	12	13	10	68	102	33	76	96	57
"YIL076W"	63	78	31	79	61	54	93	123	48	111	107	59
"YIL075C"	52	40	13	42	52	34	78	75	37	72	54	63
"YIL074C"	41	46	6	49	37	25	38	55	26	40	44	35
"YIL073C"	0	0	0	0	0	0	2	4	0	3	2	1
"YIL072W"	1	0	0	0	1	0	3	5	0	0	0	1
"YIL071W.A"	0	0	0	0	1	0	0	0	0	0	0	0
"YIL071C"	0	1	2	1	1	0	9	3	3	4	5	5
"YIL070C"	19	15	9	19	11	14	26	33	10	21	20	20
"YIL069C"	1405	1491	537	1563	1484	1051	73	93	42	76	87	72
"YIL068W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YIL068C"	12	6	3	10	10	11	14	24	10	12	11	5
"YIL067C"	3	4	1	7	7	4	9	11	8	3	7	11
"YIL066W.A"	0	0	0	0	0	0	0	0	0	0	0	1
"YIL066C"	0	0	0	0	1	0	1	0	1	3	1	4
"YIL065C"	27	34	8	13	23	19	49	57	25	57	53	45
"YIL064W"	55	71	23	73	52	43	4	7	1	1	1	2
"YIL063C"	19	26	4	18	16	14	17	22	12	19	17	18
"YIL062C"	140	116	35	109	110	66	277	307	158	205	279	200
"YIL061C"	3	3	0	3	1	0	4	6	6	4	3	5
"YIL060W"	0	0	0	0	0	0	0	0	0	0	0	0
"YIL059C"	1	2	0	1	2	0	12	12	2	7	11	8
"YIL058W"	0	0	0	0	0	1	0	0	0	0	0	0
"YIL057C"	1	0	0	0	0	0	1	0	2	0	0	0
"YIL056W"	7	8	2	5	11	6	15	9	10	15	10	9
"YIL055C"	0	0	0	1	0	0	5	2	0	2	2	1
"YIL054W"	0	1	0	0	0	0	0	0	0	0	0	0
"YIL053W"	608	643	285	694	640	461	156	209	102	190	180	153
"YIL052C"	1446	1582	603	1614	1556	1248	315	411	203	333	322	325
"YIL051C"	527	560	229	536	525	393	1023	1292	562	990	1097	900
"YIL050W"	6	15	3	12	7	13	56	54	27	47	45	41
"YIL049W"	17	13	6	12	14	7	21	27	8	17	20	11
"YIL048W"	4	8	0	4	3	3	15	14	5	12	12	16
"YIL047C.A"	0	0	1	0	1	3	0	1	1	0	1	0
"YIL047C"	0	1	0	2	0	0	3	6	0	2	6	4
"YIL046W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YIL046W"	7	8	3	8	8	1	9	16	7	11	13	7
"YIL045W"	5	3	3	8	5	4	21	22	9	13	18	11
"YIL044C"	22	24	11	23	31	24	25	30	13	24	30	22
"YIL043C"	151	181	49	191	147	128	170	237	101	163	198	142
"YIL042C"	1	3	3	0	1	3	16	8	3	6	13	6
"YIL041W"	117	117	44	130	103	72	178	222	107	166	218	176
"YIL040W"	54	55	11	60	44	30	51	49	29	53	42	38
"YIL039W"	33	34	3	37	30	26	36	33	30	32	44	38
"YIL038C"	2	14	4	8	6	6	10	10	4	7	6	6
"YIL037C"	0	1	1	1	0	0	0	0	1	1	0	0
"YIL036W"	11	6	5	10	6	3	17	22	9	14	14	10
"YIL035C"	55	50	14	53	45	32	35	48	26	29	30	29
"YIL034C"	58	56	17	62	73	36	144	183	90	139	137	113
"YIL033C"	34	46	10	27	40	20	87	99	49	82	79	74
"YIL032C"	0	0	0	0	0	0	0	0	0	0	0	0
"YIL031W"	3	2	1	5	0	2	4	2	0	4	8	3
"YIL030W.A"	5	3	1	5	5	2	7	4	5	2	7	4
"YIL030C"	17	14	5	22	25	14	17	22	13	18	27	21
"YIL029W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YIL029C"	4	7	0	2	4	11	23	16	12	25	14	19
"YIL028W"	0	3	0	0	0	0	11	8	2	4	10	10
"YIL027C"	46	61	18	56	59	42	37	46	18	59	47	43
"YIL026C"	8	2	5	6	4	5	16	22	15	24	14	19
"YIL025C"	0	0	0	0	0	0	0	0	0	0	0	0
"YIL024C"	2	3	1	1	1	1	12	17	8	14	15	12
"YIL023C"	16	14	5	18	11	11	28	47	16	25	38	20
"YIL022W"	35	29	9	31	31	21	39	48	19	56	49	37
"YIL021W"	47	53	21	63	50	30	27	36	15	22	26	18
"YIL021C.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YIL020C.A"	3	0	1	0	2	1	2	0	0	0	0	0
"YIL020C"	17	22	10	27	28	23	5	9	5	5	10	10
"YIL019W"	23	19	6	17	26	12	1	1	1	2	0	0
"YIL018W"	1659	1815	592	1873	1653	1215	452	614	311	483	511	423
"YIL017C"	1	3	1	2	2	1	17	17	9	20	19	14
"YIL016W"	94	79	29	94	92	54	38	74	22	36	62	33
"YIL015W"	1	2	0	2	0	1	3	2	0	1	0	0
"YIL014C.A"	7	4	3	6	8	4	13	17	12	19	16	20
"YIL014W"	5	11	2	8	6	9	7	8	3	5	3	9
"YIL013C"	0	1	1	1	0	0	3	6	4	7	5	1
"YIL012W"	0	0	0	0	0	0	0	0	0	0	0	0
"YIL011W"	31	39	17	31	44	21	18	14	14	12	23	23
"YIL010W"	35	40	11	29	38	28	87	98	38	66	82	61
"YIL009C.A"	11	7	7	13	10	6	36	44	24	34	37	25
"YIL009W"	21	17	5	12	23	10	14	22	8	19	16	15
"YIL008W"	23	22	11	15	24	15	4	8	4	9	7	7
"YIL007C"	4	9	0	4	6	8	21	29	13	14	27	25
"YIL006W"	0	0	1	0	0	0	1	2	0	2	2	1
"YIL005W"	9	17	4	13	17	10	16	23	12	17	18	12
"YIL004C"	13	19	6	23	16	11	25	30	7	23	17	18
"YIL003W"	19	19	5	13	11	17	12	4	8	9	23	8
"YIL002W.A"	17	19	8	21	18	16	18	31	10	16	19	26
"YIL002C"	10	8	0	3	3	4	14	15	8	15	15	19
"YIL001W"	3	3	1	6	5	5	8	10	1	9	11	7
"YIR001C"	1	2	0	1	1	1	5	5	1	1	4	1
"YIR002C"	6	6	7	6	8	8	15	13	6	14	13	6
"YIR003W"	5	6	1	10	3	7	12	16	10	18	15	11
"YIR004W"	16	21	12	19	22	13	27	16	11	21	25	16
"YIR005W"	1	3	0	4	3	3	7	8	2	6	4	4
"YIR006C"	14	13	5	17	12	16	41	50	21	41	36	37
"YIR007W"	3	3	1	2	3	1	12	20	3	14	18	11
"YIR008C"	13	5	3	7	8	12	10	15	7	13	19	5
"YIR009W"	0	0	0	0	0	0	2	0	0	0	0	2
